"","taxon","mk.tau","mk.Sen","mk.pval","mk.inter","mk.trend","nyears","mean.proportion","med.proportion"
"227","Calopteryx",0.019047619047619,0,0.804353495923134,0,"none",1,0.909090909090909,0.909090909090909
"228","Calineuria.californica",0.276190476190476,0.240421740421741,0.0852100829937604,-462.150781650782,"none",21,21.759958606605,21.8181818181818
"229","Caecidotea",-0.0238095238095238,-0.0105277549904292,0.903815551843177,31.5697292863,"none",21,10.2308849019066,10.377358490566
"230","Brychius",-0.0619047619047619,-0.00460291856471569,0.714874387351686,10.2557740806737,"none",16,1.54086164096052,1.07200183444164
"231","Brachycentrus",-0.0142857142857143,-0.00468298923271844,0.951820016490876,16.3575503947691,"none",21,6.84444480094698,6.93069306930693
"232","Brachycentridae",0.0619047619047619,0,0.676472968024278,0,"none",8,0.946033333264857,0.952467343976778
"233","Blephariceridae",0.20952380952381,0.0574393526495967,0.191951140676126,-114.615315873537,"none",17,1.84214179821128,1.8018018018018
"234","Blepharicera",-0.1,0,0.532836608112402,0.943396226415094,"none",13,1.4855633710466,1.01010101010101
"235","Bibiocephala",-0.0666666666666667,0,0.283073893152809,0,"none",1,1.0752688172043,1.0752688172043
"236","Baetis.tricaudatus.complex",-0.280952380952381,-0.138767730608173,0.0797358917376351,375.703078077889,"none",21,95.9725177105208,96.3636363636364
"237","Baetis.piscatoris.complex",0.123809523809524,0,0.210537597179728,0,"none",3,1.21768140116764,0.917431192660551
"238","Baetis.flavistriga.complex",0.0666666666666667,0,0.563830990671335,0,"none",4,1.49870272078545,1.41509433962264
"239","Baetis.bicaudatus.complex",0,0,1,0,"none",1,2.60869565217391,2.60869565217391
"240","Baetis.alius",0.219047619047619,0,0.0457314595683439,0,"positive",4,1.3977584587021,0.968919677962928
"241","Baetis",0.342857142857143,0.116301713692228,0.025091145962245,-232.313547860653,"positive",12,3.61652593466565,3.42250571210967
"242","Baetidae",0.0380952380952381,0,0.755968811417106,0,"none",4,0.920897703608942,0.926243567753002
"243","Austrolimnophila",0.0380952380952381,0,0.563260084128636,0,"none",1,0.917431192660551,0.917431192660551
"244","Attenella.margarita",0.176190476190476,0.00647664222986654,0.270269276332771,-12.1283898996304,"none",15,1.26307056039784,0.961538461538462
"245","Attenella.delantala",0.380952380952381,0.384146099594181,0.016818634459926,-762.377007573995,"positive",18,10.4526312028537,11.0091743119266
"246","Attenella",-0.495238095238095,-0.476871101871102,0.000531682680081363,959.941528066528,"negative",9,9.63882060396224,9.41176470588235
"247","Atractelmis",0.0952380952380952,0,0.116677449158471,0,"none",1,1.02040816326531,1.02040816326531
"248","Atherix",0.266666666666667,0,0.0146128973348659,0,"positive",4,1.4031636872383,1.41248069761105
"249","Arctopsychinae",0.114285714285714,0.020535630507342,0.48521990964968,-40.285592632332,"none",17,2.3214741309983,1.81818181818182
"250","Arctopsyche",0.10952380952381,0.03846440793812,0.506283734135672,-71.9242660234723,"none",21,5.15565377577158,5.5045871559633
"251","Araeopidius.monachus",0.0476190476190476,0,0.457390543168855,0,"none",1,0.943396226415094,0.943396226415094
"252","Apataniidae",0.0523809523809524,0,0.54985972023692,0,"none",2,0.906480721903199,0.906480721903199
"253","Apatania",0.133333333333333,0.0687120590812405,0.414890939658485,-135.347077900834,"none",21,3.12103298506491,2.97029702970297
"254","Antocha",0.361904761904762,0.422540333211507,0.0235268491105104,-826.811314517139,"positive",21,23.7450166844825,23.7623762376238
"255","Anisoptera",0.00952380952380952,0,0.934191641443611,0,"none",1,0.909090909090909,0.909090909090909
"256","Ancylidae",0.0142857142857143,0.0428325031026483,0.951820016490876,-77.7312627078951,"none",21,8.96186612523084,8.49056603773585
"257","Anagapetus",0.080952380952381,0,0.613059100606877,0.917431192660551,"none",12,1.48558594151772,1.45780051150895
"258","Anafroptilum_Procloeon",0.219047619047619,0.0525523224232724,0.169978033844153,-104.777724027946,"none",16,1.75795476299506,1.45780051150895
"259","Ampumixis",0.00476190476190476,0,1,0,"none",2,0.976766239924135,0.976766239924135
"260","Amphipoda",0.319047619047619,0.120124343661647,0.0418966895331357,-239.975441405574,"positive",14,3.16747586157697,2.63340263340263
"261","Amiocentrus",0.585714285714286,0.0957692330620063,0.000183482189894146,-191.874375244728,"positive",15,1.49777935306721,0.961538461538462
"262","Americorophium",-0.0666666666666667,0,0.283073893152809,0,"none",1,1.0752688172043,1.0752688172043
"263","Ameletus",0.00476190476190476,0.0010307153164296,1,0.755358747272503,"none",19,3.07007908999124,2.97029702970297
"264","Allocosmoecus",0.2,0,0.0950801710916066,0,"none",5,2.50003295247865,2.04081632653061
"265","Agraylea",0.019047619047619,0,0.804353495923134,0,"none",1,0.909090909090909,0.909090909090909
"266","Agathon",0.233333333333333,0,0.0504895963432787,0,"none",5,1.12250089471471,0.943396226415094
"267","Agapetus",0.00952380952380952,0,0.97582907769017,1.88679245283019,"none",18,2.24897349157141,2.03050917336632
"268","Afghanurus.criddlei",0.342857142857143,0.0869355278903281,0.0249465441446524,-173.948586064283,"positive",12,2.12161097501065,1.8348623853211
"269","Afghanurus",0.147619047619048,0,0.252846694875458,0,"none",6,2.24196397630795,2.26044226044226
"270","Acneus",-0.0476190476190476,0,0.457390543168855,0,"none",1,2.02020202020202,2.02020202020202
"271","Acentrella.turbida",0.252380952380952,0.179647754461416,0.114748006688368,-353.374048996885,"none",17,8.70426553512977,8.49056603773585
"272","Acentrella.insignificans",0.080952380952381,0,0.338692165878931,0,"none",2,1.3891293058681,1.3891293058681
"273","Acentrella",0.180952380952381,0.0725689404934688,0.259777121678413,-144.246414828032,"none",16,3.92375086358122,2.30245944531659
"274","Acari",0.566666666666667,0.489786006392461,0.000359551073623378,-890.484685413479,"positive",21,93.466434843519,95.4545454545455
